solar_ref_id,lat,long,state,postcode
AUS_SOLAR_REF_421,-36.343395,140.919727,SA,5269
AUS_SOLAR_REF_422,-35.405064,147.64961,NSW,2652
AUS_SOLAR_REF_423,-29.083319,151.999661,NSW,2372
AUS_SOLAR_REF_424,-27.68439,120.529798,WA,6437
AUS_SOLAR_REF_425,-36.168997,144.728806,VIC,3564
AUS_SOLAR_REF_426,-31.7112,136.4012,SA,5717
AUS_SOLAR_REF_427,-32.805438,116.413369,WA,6390
AUS_SOLAR_REF_428,-30.949795,120.898892,WA,6429
AUS_SOLAR_REF_429,-37.021478,143.611335,VIC,3465
AUS_SOLAR_REF_430,-33.035496,148.16819,NSW,2870
AUS_SOLAR_REF_431,-31.459208,116.419958,WA,6567
AUS_SOLAR_REF_432,-33.131383,118.510341,WA,6353
AUS_SOLAR_REF_433,-36.83390754,147.3656102,VIC,3699
AUS_SOLAR_REF_434,-34.06024,150.153221,NSW,2787
AUS_SOLAR_REF_435,-30.4801,116.8081,WA,6606
AUS_SOLAR_REF_436,-24.343546,128.656027,WA,872
AUS_SOLAR_REF_437,-33.971605,116.155378,WA,6255
AUS_SOLAR_REF_438,-31.145898,151.762627,NSW,2354
AUS_SOLAR_REF_439,-18.020178,145.842063,QLD,4854
AUS_SOLAR_REF_440,-41.397239,147.130185,TAS,7248
AUS_SOLAR_REF_441,-16.7627129,145.0229543,QLD,4871
AUS_SOLAR_REF_442,-19.787858,146.791529,QLD,4816
AUS_SOLAR_REF_443,-28.143515,149.606552,QLD,4494
AUS_SOLAR_REF_444,-35.59601,139.935161,SA,5261
AUS_SOLAR_REF_445,-26.81040958,153.0830469,QLD,4551
AUS_SOLAR_REF_446,-31.36460967,141.6786461,NSW,2880
AUS_SOLAR_REF_447,-31.439614,152.87253,NSW,2444
AUS_SOLAR_REF_448,-33.47186286,136.7575708,SA,5602
AUS_SOLAR_REF_449,-36.092132,142.446015,VIC,3391
AUS_SOLAR_REF_450,-33.352103,115.707383,WA,6229
AUS_SOLAR_REF_451,-39.140761,146.360412,VIC,3960
AUS_SOLAR_REF_452,-25.337998,152.78368,QLD,4655
AUS_SOLAR_REF_453,-36.873961,141.051389,VIC,3319
AUS_SOLAR_REF_454,-34.850669,140.114394,SA,5309
AUS_SOLAR_REF_455,-26.11557751,129.1527543,SA,872
AUS_SOLAR_REF_456,-34.095314,138.444457,SA,5461
AUS_SOLAR_REF_457,-35.773247,147.391271,NSW,2644
AUS_SOLAR_REF_458,-36.554037,146.82759,VIC,3737
AUS_SOLAR_REF_459,-36.093534,140.348707,SA,5267
AUS_SOLAR_REF_460,-29.98905156,153.1435857,NSW,2456
AUS_SOLAR_REF_461,-31.934883,147.30573,NSW,2825
AUS_SOLAR_REF_462,-36.404324,148.833511,NSW,2628
AUS_SOLAR_REF_463,-34.171024,115.233622,WA,6288
AUS_SOLAR_REF_464,-33.35257,116.204886,WA,6225
AUS_SOLAR_REF_465,-26.33662328,150.6022055,QLD,4413
AUS_SOLAR_REF_466,-35.114021,143.792594,VIC,3586
AUS_SOLAR_REF_467,-36.307936,145.46296,VIC,3633
AUS_SOLAR_REF_468,-26.156837,153.042307,QLD,4565
AUS_SOLAR_REF_469,-27.29940596,141.7722425,QLD,4492
AUS_SOLAR_REF_470,-28.706486,153.25943,NSW,2480
AUS_SOLAR_REF_471,-36.242443,145.957776,VIC,3727
AUS_SOLAR_REF_472,-27.373947,153.084784,QLD,4014
AUS_SOLAR_REF_473,-27.6728,121.628,WA,6905
AUS_SOLAR_REF_474,-37.758248,143.637463,VIC,3351
AUS_SOLAR_REF_475,-36.19508429,143.3240251,VIC,3527
AUS_SOLAR_REF_476,-37.651463,144.239102,VIC,3342
AUS_SOLAR_REF_477,-24.999569,150.213774,QLD,4719
AUS_SOLAR_REF_478,-29.338403,153.002402,NSW,2469
AUS_SOLAR_REF_479,-16.134853,123.753964,WA,6733
AUS_SOLAR_REF_480,-42.291313,145.807453,TAS,7466
AUS_SOLAR_REF_481,-30.92791089,138.8449395,SA,5730
AUS_SOLAR_REF_482,-35.534413,138.529512,SA,5211
AUS_SOLAR_REF_483,-32.280785,149.45909,NSW,2852
AUS_SOLAR_REF_484,-33.63340742,140.7677761,SA,5341
AUS_SOLAR_REF_485,-38.535802,142.908911,VIC,3268
AUS_SOLAR_REF_486,-15.2277,134.0832,NT,852
AUS_SOLAR_REF_487,-34.329424,143.491656,NSW,2715
AUS_SOLAR_REF_488,-35.366161,150.320507,NSW,2538
AUS_SOLAR_REF_489,-36.67769551,144.8712631,VIC,3559
AUS_SOLAR_REF_490,-28.941714,144.560358,QLD,4493
AUS_SOLAR_REF_491,-32.915604,147.603587,NSW,2875
AUS_SOLAR_REF_492,-29.474921,149.462148,NSW,2400
AUS_SOLAR_REF_493,-28.90783798,136.342062,SA,5723
AUS_SOLAR_REF_494,-22.28935188,148.068238,QLD,4721
AUS_SOLAR_REF_495,-23.154069,119.714082,WA,6753
AUS_SOLAR_REF_496,-29.958521,147.983033,NSW,2832
AUS_SOLAR_REF_497,-31.930574,115.871864,WA,6050
AUS_SOLAR_REF_498,-28.3323,153.383,NSW,2484
AUS_SOLAR_REF_499,-33.8645322,147.4605249,NSW,2671
